singleSetId,weight,reps,distance,duration,elevationGain,setNumber,exerciseSetParseId,exerciseName,workoutId,workoutDate,fake_user_id
1cC534nDzP,20.0,10.0,0.0,0.0,0.0,1,djhuyH8wM9,Barbell Shoulder Press,qhSqe7zwtt,2018-09-10,fake_id_412
23MuKc9WoX,50.0,5.0,0.0,0.0,0.0,6,rpHILXAid5,Barbell Shoulder Press,OwC35EkdK4,2018-06-14,fake_id_412
VI5WmBTQmC,0.0,0.0,0.0,45.0,0.0,3,FOmyFnMapA,Plank,pR5WKzPHtF,2019-01-10,fake_id_413
5m1wMn71rU,18.0,10.0,0.0,0.0,0.0,4,oc4VRTdCWN,Dumbbell Bicep Curl,KEDenn9L9P,2018-03-27,fake_id_412
3I58pL7gZ7,22.67964547178199,4.0,0.0,0.0,0.0,4,3OtczOrKfL,Dumbbell Bicep Curl,ADzM37y2Kq,2019-08-22,fake_id_414
rVB3ag2MPP,20.41168092460379,8.0,0.0,0.0,0.0,2,I0dt99eZzZ,Dumbbell Bicep Curl,3LROJOC8pL,2018-10-26,fake_id_417
CctkmrsW2D,15.87575183024739,12.0,0.0,0.0,0.0,1,Gm2Bigztq2,Dumbbell Bicep Curl,cnXwCIrNJE,2018-05-04,fake_id_417
yLKEGi9IEO,15.87575183024739,10.0,0.0,0.0,0.0,2,hJzEFTAnnL,Dumbbell Bicep Curl,F5rxK4DHiw,2018-11-20,fake_id_417
3OuhWnBSbs,22.67964547178199,4.0,0.0,0.0,0.0,3,ddwbvKFGwe,Dumbbell Bicep Curl,F2zO0EBUR7,2018-10-04,fake_id_417
onZFejOLf4,20.41168092460379,6.0,0.0,0.0,0.0,3,3OtczOrKfL,Dumbbell Bicep Curl,ADzM37y2Kq,2019-08-22,fake_id_414
DCO2C8EMIF,18.14371637742559,8.0,0.0,0.0,0.0,2,3OtczOrKfL,Dumbbell Bicep Curl,ADzM37y2Kq,2019-08-22,fake_id_414
3gvfJJRU4Y,27.215574566138386,10.0,0.0,0.0,0.0,3,14eTMWInpp,Seated Tricep Press,qBELVk8Jto,2019-07-17,fake_id_419
uGllYh8CI6,6.8038936415345965,15.0,0.0,0.0,0.0,2,SJNtVLmYZ3,Seated Tricep Press,NThIEjqE2X,2018-07-12,fake_id_418
0F85fVXJj4,20.0,10.0,0.0,0.0,0.0,1,p5QO4VGbJn,Bent Over Barbell Row,xV0cyqxhuz,2018-05-25,fake_id_412
0brRPZIxDZ,12.5,10.0,,,,3,EmCfOTeCoe,Hammer Curls,ZrFp99jtRO,2017-06-14,fake_id_409
aiWEObE3Bw,22.67964547178199,6.0,0.0,0.0,0.0,3,eijhzvSdzY,Hammer Curls,55vRhhOmBV,2019-08-27,fake_id_414
c3EUeiIE80,10.0,12.0,0.0,0.0,0.0,2,yerN36j90G,Hammer Curls,9KH2gsBcHm,2018-04-07,fake_id_415
R1FWK9LdAo,4.535929094356399,12.0,0.0,0.0,0.0,2,oe7HuZ3aui,Hammer Curls,hHM3VMnku9,2019-01-19,fake_id_416
2AfkcKWS76,0.0,3.0,,,,2,sEnpl2GXsV,Pull Up,AEfeTTzUtW,2017-04-10,fake_id_411
XWEkqFs5iL,0.0,8.0,0.0,0.0,0.0,3,Y1kDYLaDx4,Pull Up,xV0cyqxhuz,2018-05-25,fake_id_412
eUaSlDFsAB,0.0,5.0,0.0,0.0,0.0,3,xl3ZIyvYJG,Pull Up,DsXwAQ5g70,2018-09-06,fake_id_417
iKYzcWQimk,0.0,12.0,0.0,0.0,0.0,1,I42w5l3gSZ,Pull Up,nJFn9a1BA6,2019-08-04,fake_id_419
KJrynwoSp0,0.0,7.0,0.0,0.0,0.0,1,m2knycIBtx,Pull Up,Clamjo7hGT,2018-02-02,fake_id_412
0JTfNJWHyc,20.0,10.0,0.0,0.0,0.0,1,FKu1ygnqRr,Barbell Incline Bench Press,O5cjvuSSdT,2018-07-08,fake_id_412
cXOnl7qa6E,20.41168092460379,10.0,0.0,0.0,0.0,1,OkRxBZXJGk,Barbell Incline Bench Press,1Snj6jQW7Y,2018-03-07,fake_id_428
zLB5JXFjba,40.82336184920758,10.0,0.0,0.0,0.0,1,F0aVehXIZv,Barbell Incline Bench Press,Uuxl9kldBI,2018-02-17,fake_id_417
rFxISIW8Vh,145.0,4.0,0.0,0.0,0.0,4,Fpa2qvN5zn,Barbell Incline Bench Press,sy0gHZrcKH,2018-01-05,fake_id_417
3HhJt4UtxZ,102.05840462301893,7.0,0.0,0.0,0.0,5,3rayg8102o,Smith Machine Incline Bench Press,Dw19TRrKLM,2018-06-02,fake_id_424
gtXfaaqCNq,0.0,0.0,0.0,15.0,0.0,1,crxP6gU1YA,Tricep Stretch,VKeth5sf4Z,2019-05-09,fake_id_426
ZwWqq0L88s,0.0,0.0,2333.5488,900.0,0.0,1,mD1CtEnS5F,Running - Treadmill,k707Nn3kx2,2018-07-08,fake_id_421
17HD1DoBgX,0.0,0.0,8300.0,2400.0,0.0,1,Jlgp4CI7wp,Running,htjyv4iEwA,2018-05-18,fake_id_412
18RmO9eyy7,18.14371637742559,10.0,0.0,0.0,0.0,1,bnKHSWznZx,Single Arm Cable Bicep Curl,i4uRfShAlL,2019-07-12,fake_id_414
E6QoC1h1sH,45.35929094356398,10.0,0.0,0.0,0.0,3,q7za9W7LKF,Machine Bench Press,4LE6B0wqr2,2018-07-19,fake_id_420
pgCPHMI4tB,61.23504277381137,5.0,0.0,0.0,0.0,5,jaNoJCrRmS,Barbell Hip Thrust,yhzc8e989m,2019-08-14,fake_id_409
Z6XWEwThrf,0.0,0.0,1609.344,1028.0,0.0,1,QLWJEeeeNE,Running - Treadmill,AIrmszLKAw,2019-02-08,fake_id_413
BaE3WHNJlk,17.5,7.0,,,,2,xQLOCYOvVt,Bulgarian Split Squat,99RhdzrsqS,2017-01-31,fake_id_410
O1PHy31253,18.14371637742559,15.0,0.0,0.0,0.0,2,ArC6EmVzIa,Concentration Curl,V0VQ4uIJrU,2018-05-01,fake_id_424
4ktZLDDtyf,79.37875915123695,10.0,0.0,0.0,0.0,1,qVgYZDqg0I,Machine Bench Press,DC6CGMKHSQ,2019-07-19,fake_id_414
H7iazPW7ga,52.16318458509857,10.0,0.0,0.0,0.0,2,nPzxpzhRXw,Stiff-Legged Deadlift,hDp3NRW70U,2018-10-25,fake_id_417
aTQ1Ag33al,50.0,7.0,0.0,0.0,0.0,5,bdjUBKqcmm,Smith Machine Bench Press,PWdFbmF0xV,2018-01-20,fake_id_412
AJXcM5mDDR,61.23504277381137,5.0,0.0,0.0,0.0,5,KrLzdIHUai,Smith Machine Squat,YktIR7dZb6,2018-09-06,fake_id_422
rj40Fd6VLE,15.87575183024739,12.0,0.0,0.0,0.0,3,bv78ZSNjyl,Dumbbell Squat,qYmJjXPakE,2018-06-20,fake_id_421
26F3Q0GPck,40.82336184920758,25.0,0.0,0.0,0.0,4,EAuZBfeXNG,Seated Machine Calf Press,BZULGBm7kk,2018-08-28,fake_id_422
N8nuDbiC0f,15.87575183024739,8.0,0.0,0.0,0.0,3,GMIKZUMfA1,Shotgun Row,MY5v51I51p,2019-05-13,fake_id_426
WQSskiWiik,27.215574566138393,10.0,0.0,0.0,0.0,3,oUXvvBDD8f,Dumbbell Stiff Legged Deadlift,gsNVE2WhNW,2018-01-26,fake_id_417
l9F8KEBDgo,55.0,15.0,,,,1,46DyISKhtl,Machine Bench Press,f0A3Zsf4Xq,2017-05-08,fake_id_409
D2N7iAYEIJ,25.0,18.0,,,,2,jbaSbQEga7,Kettlebell Swing,Tk5aFGZgcf,2016-11-04,fake_id_410
PudOQ7oEFG,86.18265279277155,10.0,0.0,0.0,0.0,2,YFpOp7FfpI,Machine Leg Press,fnd1gYU4kW,2018-07-16,fake_id_420
KnvnKqOhC5,35.0,12.0,,,,2,hpnswF6zjm,Dumbbell Curl,rJSXR0F5R9,2016-11-23,fake_id_410
tTtuGYsFEP,0.0,10.0,0.0,0.0,0.0,2,Aub5RK6Fj9,Decline Push Up,DM947bNb53,2018-06-18,fake_id_415
5DDk76gIvB,0.4535929094356397,60.0,0.0,0.0,0.0,3,MmBveO9frj,Weighted Wall Sit,X6W5GBlwIK,2018-09-14,fake_id_420
MWS1OnBiAz,29.483539113316585,4.0,0.0,0.0,0.0,3,68clTRALfA,Snatch,qBQgurAnIz,2019-07-03,fake_id_419
D7sxOrCNON,100.0,8.0,,,,4,8eB3kCOoET,Cable Tricep Pushdown,SIHXdOs27b,2016-09-17,fake_id_410
yQnbQnrATG,32.5,15.0,0.0,0.0,0.0,2,Dg0TlZCmn6,Single Arm Landmine Press,HXzUCqioEy,2018-06-23,fake_id_415
8OVuXwVGrE,7.937875915123695,8.0,0.0,0.0,0.0,3,17MrAX6hoi,Cable Lateral Raise,a9tfqA6A5u,2018-09-27,fake_id_417
XJsrA7BoYV,10.0,10.0,0.0,0.0,0.0,2,2Zd7T56bFy,Biceps Curl To Shoulder Press,nijnx7a90v,2018-03-22,fake_id_415
hYmExZrVrL,13.607787283069193,10.0,0.0,0.0,0.0,1,mz30Qe2lBG,Split Squat,ESSwFwZwer,2018-07-26,fake_id_409
9QhoBbNFQZ,15.87575183024739,8.0,0.0,0.0,0.0,1,EksI6Yz77r,Preacher Curl,NxUdhxOW3b,2019-08-21,fake_id_419
NiVy0WjJGM,15.87575183024739,10.0,0.0,0.0,0.0,2,WfIkSYwQpY,Dumbbell Clean,T3UNrfTeP0,2018-02-02,fake_id_417
gnKFHU5WS7,18.0,8.0,0.0,0.0,0.0,1,6atNv4m0jD,Dumbbell Stiff Legged Deadlift,mUSnTCg5QY,2018-07-04,fake_id_412
kx2bBDkYE8,6.8038936415345965,15.0,0.0,0.0,0.0,1,2KltHtY1YU,Cable Face Pull,dx7xuj17tl,2019-08-09,fake_id_409
5C1IuhiqYO,0.0,12.0,0.0,0.0,0.0,1,sQlFu3W29K,Lunge Jump,YAWcLZhHLH,2019-07-27,fake_id_409
TI5cwiAh1S,11.339822735890994,12.0,0.0,0.0,0.0,3,73hJMUm2b2,Dumbbell Sumo Squat,xPxVihmKG3,2018-08-14,fake_id_421
BhJkAIl1YS,10.205840462301897,10.0,0.0,0.0,0.0,5,Ek3aPAYpGi,Lateral Cable Tricep Extension,G7iclffa1I,2019-06-21,fake_id_419
X8Gr8OcIQk,22.67964547178199,12.0,0.0,0.0,0.0,1,C3nIS7334q,Concentration Curl,k707Nn3kx2,2018-07-08,fake_id_421
VsjaakAC6G,27.215574566138386,20.0,0.0,0.0,0.0,1,zKkCBr65lW,Cable Tricep Extension,xT8OgGCjOp,2018-03-09,fake_id_428
7xmYzfDi6f,20.41168092460379,12.0,0.0,0.0,0.0,3,m9tSonwQGW,Dumbbell Upright Row,IQ6CLbO3tD,2018-07-18,fake_id_421
r6lL5Df3dP,0.0,8.0,0.0,0.0,0.0,1,WC29rhAydQ,Side Lunge,5dpRYOFMQ1,2019-06-28,fake_id_419
ez1e8YhB29,9.071858188712797,10.0,0.0,0.0,0.0,1,Mx2jsiMiLW,Low Cable Chest Fly,bLZg41Tnch,2019-07-30,fake_id_414
neRbtElgiE,2.2679645471781993,10.0,0.0,0.0,0.0,1,jeW3L9xWt8,Lateral Raise,DrttAb02Q0,2018-12-29,fake_id_416
CzQrUqJ7Gp,45.35929094356398,8.0,0.0,0.0,0.0,4,kR45GCGkFc,Box Squat,GNkSloJ2Bj,2018-11-28,fake_id_425
d5gbgVK8zI,15.0,10.0,,,,3,OCJqcSRHJC,Barbell Decline Bench Press,HZ9nfZSE9M,2017-02-19,fake_id_409
FfUSYdj3zA,24.0,18.0,0.0,0.0,0.0,3,nZztJrWQSz,Kettlebell Swing,CcYXjOeyCy,2018-05-08,fake_id_412
WybTFLYuPq,50.0,9.0,,,,2,ETWzKpVbA1,Standing Machine Calf Press,y13WN5ZVlW,2016-09-20,fake_id_410
cSXHY79TCw,50.0,12.0,,,,2,CwYnrRHFuM,Machine Tricep Extension,FE5RSGCzAI,2016-12-10,fake_id_409
cEGHTStF43,30.0,10.0,,,,2,eswYyo1CSO,,3ZQu0MdWu1,2017-07-31,fake_id_409
GojqxKcvn3,34.01946820767298,6.0,0.0,0.0,0.0,3,066nhNj4Uy,Clean,CaAo4oTuNq,2019-08-01,fake_id_409
gjrdGeD42v,0.0,15.0,0.0,0.0,0.0,2,F9NUtLKNNO,Glute Ham Raise,uhbC7tBwxn,2019-07-03,fake_id_414
EqCkxQFus1,11.339822735890994,10.0,0.0,0.0,0.0,2,4T0SAa4Mnl,Dumbbell Reverse Fly,AXXg8Fcyj8,2018-04-21,fake_id_417
t5CNr71FgH,34.01946820767298,15.0,0.0,0.0,0.0,2,7mhrO64Z1K,Push Press,5DFPgDB0Uc,2019-06-09,fake_id_419
Vi2mAohMxH,26.0,8.0,0.0,0.0,0.0,1,1q48BUtGev,Assisted Pull Up,nijnx7a90v,2018-03-22,fake_id_415
HQcijRmu65,18.14371637742559,10.0,0.0,0.0,0.0,2,L2AzPy0QOW,Machine Row,UYLPEC0WcH,2018-12-23,fake_id_416
nptlkS0nP5,6.8038936415345965,10.0,0.0,0.0,0.0,3,QTGLdHNKFH,Dumbbell Squat,mmYx9lTdfL,2018-07-26,fake_id_418
rrbbpsvfHJ,43.091326396385774,6.0,0.0,0.0,0.0,6,hoHRh9PLMR,Snatch Deadlift,mF2EPYB1Xk,2019-07-27,fake_id_419
kWsRqFFmxW,43.091326396385774,12.0,0.0,0.0,0.0,1,GuP5uqF7AH,Trap Bar Bent Over Row,cfb4A6VLVB,2019-06-26,fake_id_419
QIxAEiFzvl,40.82336184920758,6.0,0.0,0.0,0.0,3,5M7EGzNUtx,Hammerstrength Chest Press,5xyB3AtFCQ,2019-07-25,fake_id_414
tJm5z3LqP5,15.87575183024739,8.0,0.0,0.0,0.0,2,XcfMqHpe68,Dumbbell Back Fly,Up55E2MduW,2019-07-31,fake_id_419
NGFbeOEMnV,52.16318458509857,15.0,0.0,0.0,0.0,3,9i0tpOHuef,Machine Leg Press,GbLU96kgd4,2019-01-03,fake_id_416
p9EVQdRimE,0.0,15.0,0.0,0.0,0.0,2,dGCFaJX6Ry,Bosu Ball Mountain Climber,gemlAXC61D,2019-02-13,fake_id_413
VNw9xNXxJn,0.0,10.0,0.0,0.0,0.0,1,m7aALypcR0,TRX Row,PGZGXHlzQV,2018-09-05,fake_id_420
MPCkbov8ae,15.87575183024739,12.0,0.0,0.0,0.0,3,1GFK0uIUwS,Shotgun Row,Dw7Me8E2wB,2018-05-26,fake_id_418
3zU20WExPT,70.0,15.0,,,,1,9dln09KhVW,Machine Hip Abductor,4zDEaKuIHb,2017-06-13,fake_id_409
VErsn00HKJ,0.0,22.0,0.0,0.0,0.0,1,WNi37seUzM,Scissor Kick,7hLfRfDquL,2018-05-15,fake_id_424
K9URNlu9xs,4.535929094356399,12.0,0.0,0.0,0.0,2,wUKSh8gt4k,Single Arm Dumbbell Bench Press,iJAleIqdRC,2018-07-13,fake_id_418
519gKHbI4p,81.64672369841516,12.0,0.0,0.0,0.0,3,1dYbsZCRnO,Smith Machine Bench Press,A9Jli1OtgS,2018-05-20,fake_id_424
ege00sxc6M,5.7,15.0,0.0,0.0,0.0,4,l8bAKQ1skZ,Cable Lateral Raise,jYKq96HLKM,2018-09-17,fake_id_412
xv8Ww3Nif4,18.14371637742559,4.0,0.0,0.0,0.0,4,dVTlbwdaBZ,Barbell Bicep Drag Curl,YqXybxLyry,2018-12-17,fake_id_425
8s20P8Nkkl,0.0,8.0,0.0,0.0,0.0,3,qWGIqradDX,Dip,iVeRCxFpQZ,2019-07-18,fake_id_419
odGt12dPHs,0.0,4.0,,,,2,FbgMZ0qCAn,Chin Up,rcaqGCujKu,2017-10-25,fake_id_411
jUCfyZDRcf,120.0,9.0,,,,1,lXadT5U7Qo,Standing Machine Calf Raise,JVUofFzGWF,2017-03-10,fake_id_410
OhcpNXKtK9,40.0,10.0,,,,2,UmaD16u0nG,Stiff-Legged Barbell Good Morning,R5rkalN0HF,2017-01-18,fake_id_409
wLdbEwIdJf,52.16318458509857,15.0,0.0,0.0,0.0,2,C0BQ8ZMKsR,Machine Leg Press,VqKBwdd4Y0,2019-01-06,fake_id_416
o71xcQ4tcS,168.0,8.0,,,,3,5U6A1nW5fE,Dip,AwR1OGkDh6,2017-02-10,fake_id_410
DBEIbEcaQU,16.0,12.0,0.0,0.0,0.0,1,PSMgxPO6Ge,Dumbbell Step Up,j35fmxMhBx,2018-04-23,fake_id_415
zXrBVBRUgy,32.9,12.0,0.0,0.0,0.0,4,wtIfHawGC0,Cable Face Pull,OwC35EkdK4,2018-06-14,fake_id_412
WGVcaUvDTF,0.0,8.0,0.0,0.0,0.0,2,ePCLtgoYZE,Lunge Jump,mG4LVrMS9d,2019-06-12,fake_id_419
1VXkRwlSSk,0.0,20.0,0.0,0.0,0.0,2,LoLDdyKMh3,Scissor Crossover Kick,8dJQeqLGi9,2018-08-30,fake_id_421
9nWaJ3jMmJ,11.339822735890994,10.0,0.0,0.0,0.0,1,ofRhjP9Vwu,Cable Tricep Pushdown,2rPrrvqes2,2019-01-17,fake_id_416
cywsFbBiCG,6.8038936415345965,8.0,0.0,0.0,0.0,2,GZyT1wJ34M,Dumbbell Squat,nuyRVSfodB,2018-06-09,fake_id_418
uuvnm2pUQn,86.18265279277155,3.0,0.0,0.0,0.0,1,Em2huC3eOQ,Hammerstrength Decline Chest Press,reLyZtxZ1L,2019-06-19,fake_id_419
aQ9kspD2gW,9.071858188712797,15.0,0.0,0.0,0.0,2,26sVJaI3aJ,Straight-Arm Pulldown,7D99evzJDl,2019-01-02,fake_id_425
CDF5Lkq8Q4,5.669911367945497,6.0,0.0,0.0,0.0,1,CqeQwxlBZA,Incline Dumbbell Row,2BmkzotvGw,2019-09-08,fake_id_409
aBWxLzpyWu,0.0,15.0,0.0,0.0,0.0,1,SCpLWIMv2p,Reverse Lunge,78Zc3FGZoB,2019-07-20,fake_id_409
NJA5xOjtfR,10.0,12.0,0.0,0.0,0.0,2,j9ip93k2Br,Decline Crunch,QrCxnBT9sX,2018-01-25,fake_id_412
QyjLdvzMCu,0.0,10.0,0.0,0.0,0.0,3,ccJtRg984D,TRX Bicep Curl,FvxTWC9ijt,2019-07-10,fake_id_419
AbzuByEh2u,31.75150366049478,10.0,0.0,0.0,0.0,2,5ljypNKX4m,Smith Machine Close-Grip Bench Press,1rBRdp3frn,2018-08-20,fake_id_420
hzmBuwpuRW,9.071858188712797,10.0,0.0,0.0,0.0,1,tp9JVGQkj3,Cable Tricep Pushdown,hQkytP6c32,2019-01-05,fake_id_416
YksEXnJ5qh,0.0,10.0,0.0,0.0,0.0,4,sNZFqdlzjG,Oblique Crunch,d8dv3ZU9aX,2018-09-11,fake_id_422
dm4WQb0IHm,45.35929094356398,8.0,0.0,0.0,0.0,3,nTyb14zn6j,Hack Squat,yhzc8e989m,2019-08-14,fake_id_409
94A7DXKiS3,49.89522003792038,8.0,0.0,0.0,0.0,1,4zSYeq83fc,Hammerstrength Decline Chest Press,RtxRYVsEAg,2019-06-10,fake_id_419
5A5g4wmN0B,0.0,10.0,0.0,0.0,0.0,2,C5ZN22yPW1,Bosu Reverse Hyperextension,sB18PQ5EH9,2019-08-08,fake_id_409
NCdUARsUwp,0.0,6.0,0.0,0.0,0.0,4,Ei9EWBvzjk,Stability Ball Hip Bridge,1z6eLKEEvP,2018-06-08,fake_id_418
FwTGhXZITf,5.669911367945497,12.0,0.0,0.0,0.0,2,LKrD8w6oij,Incline Dumbbell Curl,ihvs0Dw0ff,2018-06-23,fake_id_409
VWqIamIFrv,22.67964547178199,12.0,0.0,0.0,0.0,1,6iETERuUAZ,Incline Cable Chest Press,ZZWLBOnPiF,2019-07-15,fake_id_414
934cnUPfSL,22.67964547178199,15.0,0.0,0.0,0.0,2,XzW4lXYOLO,Dumbbell Decline Bench Press,T0NXJHREoX,2018-07-05,fake_id_424
yE2mckwG5j,4.535929094356399,12.0,0.0,0.0,0.0,3,gOJ2KVgCg6,Cable Bicep Curl,ztWUwPgytQ,2019-08-27,fake_id_409
HhMSrJ9xxK,35.3802469359799,12.0,0.0,0.0,0.0,2,6VHy3NPrLX,Hammerstrength Incline Chest Press,C2GQRGnx5Z,2019-01-16,fake_id_413
jiXkoOoBO8,44.0,19.0,0.0,0.0,0.0,4,1Amg9O7yGP,Cable Crunch,tBZC3l54pn,2018-06-04,fake_id_412
TtDoFE4UyU,27.215574566138386,10.0,0.0,0.0,0.0,2,wZg9ZfAdp0,Assisted Pull Up,MY5v51I51p,2019-05-13,fake_id_426
LLGsU5MnlV,22.67964547178199,12.0,0.0,0.0,0.0,1,lx8Kiq2BD9,Dumbbell Side Bend,gwSdomOWs4,2019-06-21,fake_id_414
mnC8DcL9Rq,0.0,15.0,0.0,0.0,0.0,2,5EhupAfFAL,Decline Reverse Crunch,W3t54U4BcV,2018-03-13,fake_id_417
PDEpGZ9CkD,0.0,22.0,0.0,0.0,0.0,1,dNoSw9U2rx,Leg Pull-In,Bs4Cor17Sf,2018-12-19,fake_id_425
k2vJUMUl2Y,6.8038936415345965,10.0,0.0,0.0,0.0,2,IeOvOnYkvU,Weighted Ball Hyperextension,5r9761azPA,2018-08-13,fake_id_420
pduPsMOLSw,36.28743275485118,6.0,0.0,0.0,0.0,3,ExNqQJqGQO,Cable Tricep Pushdown,Yn160CztEo,2019-07-31,fake_id_414
gWrbIdLyz2,0.0,45.0,0.0,0.0,0.0,2,gEbyCQO6Fw,Side Bridge,VNHQ0oTXMi,2018-05-31,fake_id_412
SGsQpz1HEF,86.18265279277155,8.0,0.0,0.0,0.0,6,ILHGygPyli,V-Bar Pulldown,9n8S9DeVpI,2018-07-02,fake_id_424
1nXMla94dG,81.64672369841516,8.0,0.0,0.0,0.0,5,gM3FlFRjz5,Hammerstrength Chest Press,cfb4A6VLVB,2019-06-26,fake_id_419
99STJYNfM3,40.82336184920758,4.0,0.0,0.0,0.0,4,VMPFyG9ZI8,Olympic Squat,8VOY5FneqY,2019-07-12,fake_id_409
IGA9DyPM5M,0.0,18.0,0.0,0.0,0.0,2,CFeRbHZTCP,Bosu Ball Crunch,sB18PQ5EH9,2019-08-08,fake_id_409
2m7nGxX5gL,0.0,15.0,0.0,0.0,0.0,2,MHXzu1mADr,Oblique Crunch,KpjfTzbsEL,2018-06-06,fake_id_415
vbndOSBXiz,12.0,8.0,,,,1,5lqHcSokJq,Glute Kickback Machine,UVfntrVxza,2016-12-17,fake_id_409
DWHHMLOF4v,45.0,10.0,,,,2,6OViXwdbiQ,Stiff-Legged Barbell Good Morning,FE5RSGCzAI,2016-12-10,fake_id_409
sMpeSFaTcS,34.01946820767298,10.0,0.0,0.0,0.0,2,GUTvj4LyHt,Rack Pulls,KwjrlGoWRA,2018-06-03,fake_id_409
KYgnHXlgHi,0.0,15.0,0.0,0.0,0.0,2,pypr8XViOe,Reverse Hyperextension,R4NFcQVf4q,2018-05-26,fake_id_409
fx9D1lsyLQ,0.0,10.0,,,,1,Fb51op4N9F,Scissor Crossover Kick,DHs4Ps5MWm,2016-12-07,fake_id_409
xhKNJVH40z,18.0,6.0,0.0,0.0,0.0,1,VFBLoXf2ta,Single Leg Romanian Deadlift,29MlAF4PZk,2018-06-28,fake_id_412
mrH633Z3Q4,0.0,25.0,0.0,0.0,0.0,2,pn0o2KQezn,Toe Touchers,ju0kc1Esgb,2018-09-24,fake_id_412
DhPvmt7Sci,0.0,18.0,0.0,0.0,0.0,1,U01Rzvdy9Q,Tuck Crunch,qAyFI36daA,2018-05-10,fake_id_412
8rPUtiIU6o,22.67964547178199,12.0,0.0,0.0,0.0,3,AIXFrCra2u,Seated Back Extension,GDVsACYO3z,2019-02-25,fake_id_409
0y0DlGQ7D2,20.0,12.0,0.0,0.0,0.0,1,OgZ8HOxLtd,Stiff-Legged Barbell Good Morning,vY11SgLjQh,2018-06-20,fake_id_415
CH4pFxFv3N,0.0,30.0,0.0,0.0,0.0,3,wxsPSyX9cR,Side Bridge,BfWFMIHCyP,2018-04-27,fake_id_415
RmZP5zC7u4,0.0,4.0,0.0,0.0,0.0,3,YN9vmg8gqd,Incline Push Up,ojkG5woGFQ,2019-04-23,fake_id_426
ky3hrIIyKO,0.0,30.0,0.0,0.0,0.0,4,bXGkimJG6N,Scissor Kick,K6xM3KMcHC,2018-03-28,fake_id_417
P8nAux9Zoj,27.215574566138386,12.0,0.0,0.0,0.0,3,jwd64EvmCu,Box Front Squat,JzuGdHxkKi,2019-07-17,fake_id_409
EiAqu4m37h,0.0,10.0,0.0,0.0,0.0,2,6Z88EJu9uh,Walking Lunge,gpuMZxv6Rs,2018-09-04,fake_id_420
Xm6YYfSfDB,6.8038936415345965,8.0,0.0,0.0,0.0,2,wHKIPuyvlp,Dumbbell Side Bend,IyBi2qbdB3,2018-07-07,fake_id_418
BVwrA6JLrc,0.0,7.0,0.0,0.0,0.0,2,SIhaHHq2wF,Burpee,y6pxeAsxJA,2019-08-01,fake_id_419
QyxBCQ1rfq,0.0,10.0,0.0,0.0,0.0,1,DTQBzkcnXr,Tricep Push Up,YStnBw4EuI,2019-01-07,fake_id_413
ulg31L5BBQ,0.0,20.0,0.0,0.0,0.0,2,SelSLzoAP0,Decline Crunch,2Jz8ib11En,2019-08-19,fake_id_414
1Y1RtoQRtK,0.0,12.0,0.0,0.0,0.0,3,LBgtIoH4vI,Glute Ham Raise Situp,Sqm7K7zdFF,2019-07-04,fake_id_419
xAG0JIM9f8,0.0,8.0,0.0,0.0,0.0,3,NtYdFRqy34,Single Leg Kickback,teDZTadFZQ,2019-06-26,fake_id_409
DTdXAskyz9,0.0,15.0,0.0,0.0,0.0,1,fC4fmJgfKy,Leg Raises with Stability Ball,4mgAESpjFt,2019-07-08,fake_id_414
MPduyaqEzg,10.0,5.0,0.0,0.0,0.0,2,if2WBsrwkl,Plate Twist,4VOYK7usdY,2018-01-28,fake_id_415
7Ox1bwrBUD,0.0,15.0,0.0,0.0,0.0,1,1fzAKOZBBT,Hanging Knee Raise,5xyB3AtFCQ,2019-07-25,fake_id_414
qAn94TqHNX,26.0,10.0,0.0,0.0,0.0,3,4kf9pFMLD0,Assisted Chin Up,SdOJoMfd2C,2018-05-03,fake_id_415
zGwckk0ev9,0.0,25.0,0.0,0.0,0.0,2,cPLSdHUjup,Flutter Kicks,6tBg08sWkn,2019-05-30,fake_id_419
66v4ntxYoQ,0.0,15.0,0.0,0.0,0.0,1,9ZGvP788F5,Cross Body Mountain Climber,R6wbwlPFUH,2019-01-30,fake_id_413
fVDZZzxBA0,26.0,10.0,0.0,0.0,0.0,4,4kf9pFMLD0,Assisted Chin Up,SdOJoMfd2C,2018-05-03,fake_id_415
Uxl2hADKSh,77.11079460405875,12.0,0.0,0.0,0.0,2,qpcnfmmc9m,Ab Crunch Machine,Yn160CztEo,2019-07-31,fake_id_414
DxcKqgW3vx,22.67964547178199,10.0,0.0,0.0,0.0,2,t800rEqnIp,Wide Grip Lat Pulldown,NK77bUkXga,2019-05-31,fake_id_409
VJgjYSq0d5,29.483539113316585,10.0,0.0,0.0,0.0,2,haSyYOqKCn,Upright Row,nsthHnnBUT,2018-09-10,fake_id_417
rJZB5bZeiL,24.94761001896019,12.0,0.0,0.0,0.0,1,Dnw8EZfj7e,Upright Row,CRNXTAJ9h2,2019-05-17,fake_id_419
CokwDHz9FE,0.0,11.0,0.0,0.0,0.0,4,5d2NmxfNwY,Bench Dip,HUePqjNR6j,2019-06-17,fake_id_419
hA61oNPxpN,40.82336184920758,10.0,0.0,0.0,0.0,4,trDZG9oqkx,Lat Pulldown,p3Qie0IQX5,2019-05-17,fake_id_426
8wQfkeRGop,31.75150366049478,10.0,0.0,0.0,0.0,2,Q8YDGDPXTn,Lat Pulldown,C9VoI0LOrj,2019-01-21,fake_id_416
